tt169;0
tt170;0
tt171;0
tt172;0
tt173;0
tt174;0
tt175;0
tt176;10.73875
tt177;10.73875
tt178;10.73875
tt179;10.73875
tt180;10.73875
tt181;10.73875
tt182;10.73875
tt183;10.73875
tt184;10.73875
tt185;0
tt186;0
tt187;0
tt188;0
tt189;0
tt190;0
tt191;0
tt192;0
tt193;0
tt194;0
tt195;0
tt196;0
tt197;0
tt198;0
tt199;0
tt200;10.73875
tt201;10.73875
tt202;10.73875
tt203;10.73875
tt204;10.73875
tt205;10.73875
tt206;10.73875
tt207;10.73875
tt208;10.73875
tt209;0
tt210;0
tt211;0
tt212;0
tt213;0
tt214;0
tt215;0
tt216;0
tt217;0
tt218;0
tt219;0
tt220;0
tt221;0
tt222;0
tt223;0
tt224;10.73875
tt225;10.73875
tt226;10.73875
tt227;10.73875
tt228;10.73875
tt229;10.73875
tt230;10.73875
tt231;10.73875
tt232;10.73875
tt233;0
tt234;0
tt235;0
tt236;0
tt237;0
tt238;0
tt239;0
tt240;0
tt241;0
tt242;0
tt243;0
tt244;0
tt245;0
tt246;0
tt247;0
tt248;10.73875
tt249;10.73875
tt250;10.73875
tt251;10.73875
tt252;10.73875
tt253;10.73875
tt254;10.73875
tt255;10.73875
tt256;10.73875
tt257;0
tt258;0
tt259;0
tt260;0
tt261;0
tt262;0
tt263;0
tt264;0
tt265;0
tt266;0
tt267;0
tt268;0
tt269;0
tt270;0
tt271;0
tt272;10.73875
tt273;10.73875
tt274;10.73875
tt275;10.73875
tt276;10.73875
tt277;10.73875
tt278;10.73875
tt279;10.73875
tt280;10.73875
tt281;0
tt282;0
tt283;0
tt284;0
tt285;0
tt286;0
tt287;0
tt288;0
tt289;0
tt290;0
tt291;0
tt292;0
tt293;0
tt294;0
tt295;0
tt296;10.73875
tt297;10.73875
tt298;10.73875
tt299;10.73875
tt300;10.73875
tt301;10.73875
tt302;10.73875
tt303;10.73875
tt304;10.73875
tt305;0
tt306;0
tt307;0
tt308;0
tt309;0
tt310;0
tt311;0
tt312;0
tt2977;0
tt2978;0
tt2979;0
tt2980;0
tt2981;0
tt2982;40.31
tt2983;40.31
tt2984;40.31
tt2985;40.31
tt2986;40.31
tt2987;40.31
tt2988;40.31
tt2989;40.31
tt2990;40.31
tt2991;40.31
tt2992;40.31
tt2993;40.31
tt2994;40.31
tt2995;40.31
tt2996;40.31
tt2997;40.31
tt2998;0
tt2999;0
tt3000;0
tt3001;0
tt3002;0
tt3003;0
tt3004;0
tt3005;0
tt3006;40.31
tt3007;40.31
tt3008;40.31
tt3009;40.31
tt3010;40.31
tt3011;40.31
tt3012;40.31
tt3013;40.31
tt3014;40.31
tt3015;40.31
tt3016;40.31
tt3017;40.31
tt3018;40.31
tt3019;40.31
tt3020;40.31
tt3021;40.31
tt3022;0
tt3023;0
tt3024;0
tt3025;0
tt3026;0
tt3027;0
tt3028;0
tt3029;0
tt3030;40.31
tt3031;40.31
tt3032;40.31
tt3033;40.31
tt3034;40.31
tt3035;40.31
tt3036;40.31
tt3037;40.31
tt3038;40.31
tt3039;40.31
tt3040;40.31
tt3041;40.31
tt3042;40.31
tt3043;40.31
tt3044;40.31
tt3045;40.31
tt3046;0
tt3047;0
tt3048;0
tt3049;0
tt3050;0
tt3051;0
tt3052;0
tt3053;0
tt3054;40.31
tt3055;40.31
tt3056;40.31
tt3057;40.31
tt3058;40.31
tt3059;40.31
tt3060;40.31
tt3061;40.31
tt3062;40.31
tt3063;40.31
tt3064;40.31
tt3065;40.31
tt3066;40.31
tt3067;40.31
tt3068;40.31
tt3069;40.31
tt3070;0
tt3071;0
tt3072;0
tt3073;0
tt3074;0
tt3075;0
tt3076;0
tt3077;0
tt3078;40.31
tt3079;40.31
tt3080;40.31
tt3081;40.31
tt3082;40.31
tt3083;40.31
tt3084;40.31
tt3085;40.31
tt3086;40.31
tt3087;40.31
tt3088;40.31
tt3089;40.31
tt3090;40.31
tt3091;40.31
tt3092;40.31
tt3093;40.31
tt3094;0
tt3095;0
tt3096;0
tt3097;0
tt3098;0
tt3099;0
tt3100;0
tt3101;0
tt3102;40.31
tt3103;40.31
tt3104;40.31
tt3105;40.31
tt3106;40.31
tt3107;40.31
tt3108;40.31
tt3109;40.31
tt3110;40.31
tt3111;40.31
tt3112;40.31
tt3113;40.31
tt3114;40.31
tt3115;40.31
tt3116;40.31
tt3117;40.31
tt3118;0
tt3119;0
tt3120;0
tt4849;0
tt4850;0
tt4851;0
tt4852;0
tt4853;0
tt4854;0
tt4855;38.32
tt4856;38.32
tt4857;38.32
tt4858;38.32
tt4859;38.32
tt4860;38.32
tt4861;38.32
tt4862;38.32
tt4863;38.32
tt4864;38.32
tt4865;38.32
tt4866;38.32
tt4867;38.32
tt4868;38.32
tt4869;38.32
tt4870;0
tt4871;0
tt4872;0
tt4873;0
tt4874;0
tt4875;0
tt4876;0
tt4877;0
tt4878;0
tt4879;38.32
tt4880;38.32
tt4881;38.32
tt4882;38.32
tt4883;38.32
tt4884;38.32
tt4885;38.32
tt4886;38.32
tt4887;38.32
tt4888;38.32
tt4889;38.32
tt4890;38.32
tt4891;38.32
tt4892;38.32
tt4893;38.32
tt4894;0
tt4895;0
tt4896;0
tt4897;0
tt4898;0
tt4899;0
tt4900;0
tt4901;0
tt4902;0
tt4903;38.32
tt4904;38.32
tt4905;38.32
tt4906;38.32
tt4907;38.32
tt4908;38.32
tt4909;38.32
tt4910;38.32
tt4911;38.32
tt4912;38.32
tt4913;38.32
tt4914;38.32
tt4915;38.32
tt4916;38.32
tt4917;38.32
tt4918;0
tt4919;0
tt4920;0
tt4921;0
tt4922;0
tt4923;0
tt4924;0
tt4925;0
tt4926;0
tt4927;38.32
tt4928;38.32
tt4929;38.32
tt4930;38.32
tt4931;38.32
tt4932;38.32
tt4933;38.32
tt4934;38.32
tt4935;38.32
tt4936;38.32
tt4937;38.32
tt4938;38.32
tt4939;38.32
tt4940;38.32
tt4941;38.32
tt4942;0
tt4943;0
tt4944;0
tt4945;0
tt4946;0
tt4947;0
tt4948;0
tt4949;0
tt4950;0
tt4951;38.32
tt4952;38.32
tt4953;38.32
tt4954;38.32
tt4955;38.32
tt4956;38.32
tt4957;38.32
tt4958;38.32
tt4959;38.32
tt4960;38.32
tt4961;38.32
tt4962;38.32
tt4963;38.32
tt4964;38.32
tt4965;38.32
tt4966;0
tt4967;0
tt4968;0
tt4969;0
tt4970;0
tt4971;0
tt4972;0
tt4973;0
tt4974;0
tt4975;38.32
tt4976;38.32
tt4977;38.32
tt4978;38.32
tt4979;38.32
tt4980;38.32
tt4981;38.32
tt4982;38.32
tt4983;38.32
tt4984;38.32
tt4985;38.32
tt4986;38.32
tt4987;38.32
tt4988;38.32
tt4989;38.32
tt4990;0
tt4991;0
tt4992;0
tt6865;0
tt6866;0
tt6867;0
tt6868;0
tt6869;0
tt6870;0
tt6871;0
tt6872;0
tt6873;0
tt6874;13.66
tt6875;13.66
tt6876;13.66
tt6877;13.66
tt6878;13.66
tt6879;13.66
tt6880;13.66
tt6881;0
tt6882;0
tt6883;0
tt6884;0
tt6885;0
tt6886;0
tt6887;0
tt6888;0
tt6889;0
tt6890;0
tt6891;0
tt6892;0
tt6893;0
tt6894;0
tt6895;0
tt6896;0
tt6897;0
tt6898;13.66
tt6899;13.66
tt6900;13.66
tt6901;13.66
tt6902;13.66
tt6903;13.66
tt6904;13.66
tt6905;0
tt6906;0
tt6907;0
tt6908;0
tt6909;0
tt6910;0
tt6911;0
tt6912;0
tt6913;0
tt6914;0
tt6915;0
tt6916;0
tt6917;0
tt6918;0
tt6919;0
tt6920;0
tt6921;0
tt6922;13.66
tt6923;13.66
tt6924;13.66
tt6925;13.66
tt6926;13.66
tt6927;13.66
tt6928;13.66
tt6929;0
tt6930;0
tt6931;0
tt6932;0
tt6933;0
tt6934;0
tt6935;0
tt6936;0
tt6937;0
tt6938;0
tt6939;0
tt6940;0
tt6941;0
tt6942;0
tt6943;0
tt6944;0
tt6945;0
tt6946;13.66
tt6947;13.66
tt6948;13.66
tt6949;13.66
tt6950;13.66
tt6951;13.66
tt6952;13.66
tt6953;0
tt6954;0
tt6955;0
tt6956;0
tt6957;0
tt6958;0
tt6959;0
tt6960;0
tt6961;0
tt6962;0
tt6963;0
tt6964;0
tt6965;0
tt6966;0
tt6967;0
tt6968;0
tt6969;0
tt6970;13.66
tt6971;13.66
tt6972;13.66
tt6973;13.66
tt6974;13.66
tt6975;13.66
tt6976;13.66
tt6977;0
tt6978;0
tt6979;0
tt6980;0
tt6981;0
tt6982;0
tt6983;0
tt6984;0
tt6985;0
tt6986;0
tt6987;0
tt6988;0
tt6989;0
tt6990;0
tt6991;0
tt6992;0
tt6993;0
tt6994;13.66
tt6995;13.66
tt6996;13.66
tt6997;13.66
tt6998;13.66
tt6999;13.66
tt7000;13.66
tt7001;0
tt7002;0
tt7003;0
tt7004;0
tt7005;0
tt7006;0
tt7007;0
tt7008;0
tt7009;0
tt7010;0
tt7011;0
tt7012;0
tt7013;0
tt7014;0
tt7015;0
tt7016;0
tt7017;0
tt7018;13.66
tt7019;13.66
tt7020;13.66
tt7021;13.66
tt7022;13.66
tt7023;13.66
tt7024;13.66
tt7025;0
tt7026;0
tt7027;0
tt7028;0
tt7029;0
tt7030;0
tt7031;0
tt7032;0
